TITLE,170601_29uM-hA5_2mMEDTA_500uMCu_500uMCa
DATA TYPE,
ORIGIN,JASCO
OWNER,
DATE,17/06/01
TIME,17:51:11
SPECTROMETER/DATA SYSTEM,
LOCALE,1033
RESOLUTION,
DELTAX,-1
XUNITS,NANOMETERS
YUNITS,CD [mdeg]
Y2UNITS,HT [V]
FIRSTX,  250.0000
LASTX,  200.0000
NPOINTS,      51
FIRSTY,    -0.19657
MAXY,    -0.19657
MINY,   -58.96777
XYDATA
250.0000,-0.196571,286.687
249.0000,-0.404527,287.298
248.0000,-0.622143,287.905
247.0000,-0.781322,288.527
246.0000,-1.14343,289.276
245.0000,-1.60174,290.039
244.0000,-2.17721,290.896
243.0000,-3.09749,291.836
242.0000,-4.02704,292.939
241.0000,-5.37981,294.192
240.0000,-6.91448,295.685
239.0000,-8.83684,297.418
238.0000,-11.0617,299.374
237.0000,-13.864,301.586
236.0000,-17.0131,303.984
235.0000,-20.589,306.539
234.0000,-24.4239,309.218
233.0000,-28.5555,311.95
232.0000,-32.6388,314.663
231.0000,-36.8042,317.489
230.0000,-40.9071,320.188
229.0000,-44.5692,323.057
228.0000,-47.9758,326.181
227.0000,-50.7636,329.234
226.0000,-52.7511,332.368
225.0000,-54.354,335.648
224.0000,-55.1678,339.194
223.0000,-55.42,343.01
222.0000,-55.1929,347.309
221.0000,-54.4837,352.164
220.0000,-53.8879,357.42
219.0000,-52.9748,362.952
218.0000,-52.4426,368.752
217.0000,-51.5788,374.997
216.0000,-51.2901,381.93
215.0000,-50.6153,389.548
214.0000,-50.9457,397.799
213.0000,-51.5599,406.918
212.0000,-52.4494,417.35
211.0000,-53.971,429.268
210.0000,-56.4873,442.727
209.0000,-58.4083,458.086
208.0000,-58.9678,475.641
207.0000,-58.4896,495.557
206.0000,-54.8727,518.178
205.0000,-49.9213,543.157
204.0000,-44.2894,569.904
203.0000,-35.6426,598.612
202.0000,-23.391,630.233
201.0000,-10.7323,663.978
200.0000,-0.376526,694.774

##### Extended Information
[Comments]
Sample name,170601_29uM-hA5_2mMEDTA_500uMCu_500uMCa
Comment
User
Division
Company,Univ. of Oregon

[Detailed Information]
Creation date,6/1/2017 5:51 PM

Data array type,Linear data array * 2
Horizontal axis,Wavelength [nm]
Vertical axis(1),CD [mdeg]
Vertical axis(2),HT [V]
Start,250 nm
End,200 nm
Data interval,1 nm
Data points,51      

[Measurement Information]
Instrument Name,Jasco CD
Model Name,J-815
Serial No.,B042061168

Accessory,MPTC-490S
Accessory S/N,B006861326
  Cell,1
  Temperature,25.00 C
  Control Sonsor,Holder
  Monitor Sensor,Holder
  Start Mode,Start immediately
  Cell Length,10 mm

Photometric Mode,CD, HT
Measure Range,250 - 200 nm
Data pitch,1 nm
Sensitivity,Standard
D.I.T.,4 sec
Bandwidth,1.00 nm
Start Mode,Immediately
Scanning Speed,10 nm/min
Baseline Correction,None
Shutter Control,Auto
PMT Voltage,Auto
No. of cycle,5/5
Concentration,5 umol/L

