TITLE,170601_29uM-hA5_100uMEDTA_500uMCa
DATA TYPE,
ORIGIN,JASCO
OWNER,
DATE,17/06/01
TIME,17:49:58
SPECTROMETER/DATA SYSTEM,
LOCALE,1033
RESOLUTION,
DELTAX,-1
XUNITS,NANOMETERS
YUNITS,CD [mdeg]
Y2UNITS,HT [V]
FIRSTX,  250.0000
LASTX,  200.0000
NPOINTS,      51
FIRSTY,    -0.23950
MAXY,    12.27959
MINY,   -69.39553
XYDATA
250.0000,-0.239499,276.332
249.0000,-0.389131,276.839
248.0000,-0.601794,277.31
247.0000,-0.905519,277.799
246.0000,-1.35783,278.4
245.0000,-1.95859,278.974
244.0000,-2.60494,279.619
243.0000,-3.63983,280.345
242.0000,-4.81601,281.183
241.0000,-6.32828,282.187
240.0000,-8.17764,283.375
239.0000,-10.4917,284.818
238.0000,-13.2555,286.447
237.0000,-16.6123,288.32
236.0000,-20.2861,290.381
235.0000,-24.7151,292.589
234.0000,-29.3885,294.86
233.0000,-34.3977,297.203
232.0000,-39.5881,299.547
231.0000,-44.8194,301.983
230.0000,-49.9237,304.309
229.0000,-54.7418,306.772
228.0000,-59.0854,309.452
227.0000,-62.737,312.035
226.0000,-65.6296,314.645
225.0000,-67.469,317.36
224.0000,-68.8722,320.253
223.0000,-69.3955,323.378
222.0000,-69.3374,326.946
221.0000,-68.4095,331.024
220.0000,-67.2115,335.628
219.0000,-65.59,340.617
218.0000,-64.2782,345.678
217.0000,-63.4471,350.949
216.0000,-62.5508,356.836
215.0000,-61.9698,363.383
214.0000,-61.3995,370.506
213.0000,-62.0994,378.295
212.0000,-63.2561,387.217
211.0000,-64.9162,397.517
210.0000,-66.4242,409.173
209.0000,-67.6654,422.282
208.0000,-68.1241,437.192
207.0000,-66.1418,454.208
206.0000,-60.9565,473.543
205.0000,-54.9627,495.567
204.0000,-46.4046,520.95
203.0000,-36.3769,549.392
202.0000,-24.3186,580.051
201.0000,-8.53429,614.024
200.0000,12.2796,651.361

##### Extended Information
[Comments]
Sample name,170601_29uM-hA5_100uMEDTA_500uMCa
Comment
User
Division
Company,Univ. of Oregon

[Detailed Information]
Creation date,6/1/2017 5:49 PM

Data array type,Linear data array * 2
Horizontal axis,Wavelength [nm]
Vertical axis(1),CD [mdeg]
Vertical axis(2),HT [V]
Start,250 nm
End,200 nm
Data interval,1 nm
Data points,51      

[Measurement Information]
Instrument Name,Jasco CD
Model Name,J-815
Serial No.,B042061168

Accessory,MPTC-490S
Accessory S/N,B006861326
  Cell,1
  Temperature,25.00 C
  Control Sonsor,Holder
  Monitor Sensor,Holder
  Start Mode,Start immediately
  Cell Length,10 mm

Photometric Mode,CD, HT
Measure Range,250 - 200 nm
Data pitch,1 nm
Sensitivity,Standard
D.I.T.,4 sec
Bandwidth,1.00 nm
Start Mode,Immediately
Scanning Speed,10 nm/min
Baseline Correction,None
Shutter Control,Auto
PMT Voltage,Auto
No. of cycle,5/5
Concentration,5 umol/L

